Time, Price, Networth,
830459, 0.4263119, 863.19, 
830629, 0.42604604, 862.78, 
830725, 0.42733144, 864.77, 
831398, 0.4277, 865.34, 
831493, 0.425685, 862.21, 
831614, 0.42587721, 862.51, 
831709, 0.425, 861.15, 
831955, 0.4277, 865.34, 
832654, 0.42727233, 864.68, 
832749, 0.42589871, 862.54, 
833850, 0.42397462, 859.54, 
833945, 0.42440082, 860.2, 
834467, 0.42440082, 860.2, 
834688, 0.4235916, 858.94, 
834784, 0.42401439, 859.6, 
834879, 0.42443784, 860.26, 
834974, 0.42486488, 860.93, 
835522, 0.42529191, 861.59, 
835617, 0.42588136, 862.51, 
836391, 0.42588136, 862.51, 
838396, 0.4263064, 863.17, 
838491, 0.42673708, 863.85, 
838612, 0.42673708, 863.85, 
838858, 0.4279112, 865.68, 
839355, 0.42834118, 866.35, 
839526, 0.42834118, 866.35, 
840828, 0.42877188, 867.02, 
841049, 0.42877188, 867.02, 
842275, 0.4299957, 868.92, 
843350, 0.43, 868.93, 
843445, 0.42956945, 868.26, 
843541, 0.42914011, 867.59, 
843762, 0.43, 868.93, 
843957, 0.42956984, 868.26, 
844053, 0.4284444, 866.51, 
844424, 0.4284444, 866.51, 
844696, 0.4280334, 865.86, 
844791, 0.42728282, 864.69, 
844962, 0.42728282, 864.69, 
845057, 0.42770892, 865.36, 
845202, 0.4288267, 867.1, 
845549, 0.42925787, 867.77, 
845921, 0.4288567, 867.15, 
846016, 0.4311, 870.64, 
846111, 0.4311, 870.64, 
846207, 0.4315315, 871.32, 
846302, 0.4348254, 876.45, 
846397, 0.4365, 879.05, 
846492, 0.44, 884.49, 
846588, 0.44392893, 890.58, 
846683, 0.4489489, 898.36, 
846778, 0.44939783, 899.05, 
846848, 0.45688627, 910.54, 
846944, 0.45643391, 909.85, 
847039, 0.4559796, 909.15, 
847134, 0.4508216, 901.24, 
847380, 0.45127249, 901.93, 
847501, 0.45291285, 904.44, 
848450, 0.45336577, 905.13, 
848546, 0.45381906, 905.82, 
849445, 0.453, 904.58, 
849540, 0.45254768, 903.89, 
849636, 0.4514616, 902.24, 
849731, 0.45191328, 902.93, 
849826, 0.45146374, 902.25, 
850123, 0.45191529, 902.93, 
850293, 0.45191529, 902.93, 
850388, 0.4525, 903.81, 
850559, 0.4525, 903.82, 
850654, 0.45325, 904.94, 
850750, 0.4525, 903.82, 
850845, 0.45295238, 904.49, 
850940, 0.45340541, 905.17, 
851463, 0.45340541, 905.17, 
851658, 0.454, 906.06, 
851854, 0.45354684, 905.38, 
851949, 0.44952308, 899.38, 
852246, 0.44997225, 900.05, 
852341, 0.45042199, 900.72, 
852663, 0.45042199, 900.72, 
852758, 0.45087341, 901.39, 
853054, 0.4499392, 900, 
853149, 0.45038956, 900.67, 
853245, 0.45084026, 901.34, 
853340, 0.45129088, 902.01, 
853435, 0.454, 906.04, 
853531, 0.45445419, 906.72, 
853626, 0.45490877, 907.39, 
853721, 0.45536389, 908.07, 
853817, 0.45581953, 908.74, 
853912, 0.45627547, 909.42, 
854007, 0.4598093, 914.64, 
854102, 0.4627435, 918.98, 
854198, 0.4627435, 918.98, 
854293, 0.46320614, 919.66, 
854439, 0.46366937, 920.34, 
854534, 0.46413299, 921.02, 
854629, 0.46582104, 923.49, 
854724, 0.46535692, 922.81, 
854820, 0.4641736, 921.08, 
855141, 0.46410464, 920.98, 
855236, 0.4641, 920.97, 
855332, 0.46252447, 918.67, 
855603, 0.4620635, 918, 
855698, 0.46160171, 917.33, 
855794, 0.4611411, 916.66, 
856241, 0.46353287, 920.14, 
856713, 0.46353287, 920.14, 
856808, 0.4612144, 916.76, 
856904, 0.46167528, 917.43, 
856999, 0.46484116, 922.05, 
857195, 0.46530618, 922.72, 
857340, 0.46717927, 925.45, 
857511, 0.46728972, 925.61, 
857606, 0.472, 932.44, 
857777, 0.4721754, 932.69, 
857847, 0.47188032, 932.27, 
857917, 0.47424682, 935.67, 
858013, 0.47364322, 934.81, 
858787, 0.47411681, 935.49, 
858903, 0.4731718, 934.13, 
859048, 0.47270618, 933.46, 
859143, 0.47169811, 932.01, 
859288, 0.47122507, 931.33, 
859408, 0.47122507, 931.33, 
859503, 0.47075819, 930.66, 
859598, 0.47029392, 929.99, 
859694, 0.46983051, 929.32, 
859789, 0.46935784, 928.64, 
860109, 0.4693, 928.56, 
860204, 0.4697695, 929.24, 
860299, 0.4715483, 931.79, 
860494, 0.47107446, 931.11, 
860589, 0.47060607, 930.44, 
860684, 0.469774, 929.25, 
860855, 0.469774, 929.25, 
861025, 0.4693, 928.57, 
861420, 0.46976896, 929.24, 
861515, 0.4693, 928.57, 
861610, 0.46976927, 929.24, 
861781, 0.46976927, 929.24, 
861851, 0.4693005, 928.57, 
862622, 0.4693, 928.57, 
863393, 0.4693, 928.57, 
863538, 0.46883091, 927.9, 
863733, 0.46592278, 923.74, 
863878, 0.46639032, 924.41, 
863973, 0.46732335, 925.74, 
864093, 0.46732335, 925.74, 
864189, 0.46872813, 927.75, 
864284, 0.46919733, 928.42, 
864379, 0.4644619, 921.66, 
865600, 0.4644619, 921.66, 
865695, 0.4635662, 920.37, 
866291, 0.4640344, 921.04, 
866962, 0.46360686, 920.43, 
867057, 0.46314366, 919.77, 
867152, 0.46268103, 919.1, 
867825, 0.46267037, 919.09, 
869353, 0.46267037, 919.09, 
869801, 0.46382782, 920.75, 
870197, 0.46499229, 922.42, 
870971, 0.46499229, 922.42, 
871067, 0.4635662, 920.37, 
871489, 0.4635662, 920.37, 
871584, 0.46472423, 922.03, 
872232, 0.4714, 931.61, 
872327, 0.46658864, 924.71, 
873353, 0.46658864, 924.71, 
874654, 0.46541883, 923.03, 
875101, 0.46541883, 923.03, 
875197, 0.47, 929.6, 
875845, 0.47, 929.6, 
875940, 0.46775162, 926.38, 
876789, 0.46658468, 924.7, 
876910, 0.466585, 924.7, 
877055, 0.46425255, 921.36, 
877729, 0.46425255, 921.36, 
877824, 0.46554935, 923.22, 
878246, 0.466585, 924.7, 
878341, 0.46457046, 921.81, 
880648, 0.46340969, 920.15, 
891301, 0.462, 918.12, 
894865, 0.46315223, 919.78, 
895035, 0.46315223, 919.78, 
895156, 0.464313, 921.45, 
895251, 0.468019, 926.78, 
896276, 0.46690062, 925.18, 
897176, 0.4705, 930.34, 
897271, 0.466581, 924.72, 
897467, 0.47132104, 931.52, 
897562, 0.47014403, 929.83, 
897657, 0.46745623, 925.97, 
899386, 0.46800983, 926.77, 
900060, 0.46817242, 927, 
903498, 0.4681, 926.9, 
903593, 0.466581, 924.73, 
904896, 0.4644, 921.61, 
906122, 0.46468401, 922.01, 
908229, 0.46798098, 926.73, 
908877, 0.46681198, 925.06, 
908997, 0.46798354, 926.74, 
909093, 0.46681588, 925.06, 
909238, 0.46564961, 923.39, 
909459, 0.46564961, 923.39, 
910660, 0.46448602, 921.73, 
916537, 0.46332523, 920.06, 
916658, 0.46332523, 920.06, 
916753, 0.46216697, 918.4, 
917853, 0.46101171, 916.73, 
919231, 0.46, 915.28, 
919653, 0.463581, 920.43, 
919748, 0.46242282, 918.76, 
919843, 0.46126714, 917.1, 
920341, 0.46, 915.27, 
920461, 0.46, 915.27, 
925960, 0.46, 915.27, 
926056, 0.46339203, 920.17, 
927458, 0.46094555, 916.64, 
935772, 0.462, 918.16, 
937224, 0.46200462, 918.16, 
937445, 0.46200462, 918.16, 
937666, 0.46324798, 919.96, 
937938, 0.465, 922.49, 
938456, 0.46556257, 923.3, 
939833, 0.46200462, 918.19, 
940386, 0.4677, 926.37, 
941742, 0.463581, 920.45, 
942738, 0.46268166, 919.16, 
943533, 0.462, 918.18, 
943649, 0.462, 918.18, 
943850, 0.462, 918.18, 
958828, 0.46, 915.35, 
959024, 0.46032945, 915.8, 
964182, 0.46040976, 915.92, 
975943, 0.4677, 926.51, 
991035, 0.45863106, 913.55, 
1017267, 0.472, 932.98, 
1029780, 0.4561, 910.34, 
1073637, 0.47, 930.81, 
1082620, 0.48332707, 950.07, 
1105073, 0.49757141, 969.49, 
1127749, 0.51146738, 988.44, 
1128520, 0.51639353, 996.06, 
1130325, 0.5102051, 988.35, 
1132606, 0.51268694, 991.56, 
1146683, 0.51125, 989.66, 
1193723, 0.48346165, 953.01, 
1314056, 0.4874191, 958.51, 
1314245, 0.48802818, 959.35, 
1403677, 0.4669275, 930.02, 
1482342, 0.4701047, 934.56, 
1490268, 0.4686424, 932.5, 
1490642, 0.4686424, 932.5, 
1491805, 0.4675, 930.89, 
1499770, 0.46750009, 930.93, 
1525131, 0.46232085, 923.45, 
1542267, 0.47495115, 941.74, 
1566995, 0.4744, 940.96, 
1591868, 0.4791427, 947.65, 
1604781, 0.48391865, 954.38, 
1627528, 0.47527704, 942.37, 
1642952, 0.47163216, 937.22, 
