Time, XRP(Price), Cash, Market Value, Shares,
877055, 0.46425255, 255.1716843450383, 666.1851539112215, 1434.962832, 
877729, 0.46425255, 255.2277183450383, 666.1292453693828, 1434.842405, 
877824, 0.46554935, 255.2837737454107, 667.9338796331208, 1434.721968, 
878246, 0.466585, 255.1136401574107, 669.59033384845, 1435.08757, 
878341, 0.46457046, 255.0577786574107, 666.7549267060491, 1435.207324, 
880648, 0.46340969, 254.5923356294107, 665.5534811935702, 1436.209677, 
891301, 0.462, 253.8259699574107, 664.293277494, 1437.864237, 
894865, 0.46315223, 253.8818909574107, 665.8940929089814, 1437.743467, 
895035, 0.46315223, 253.2568337094107, 666.5196244582105, 1439.094063, 
895156, 0.464313, 253.3127077094107, 668.1341941751609, 1438.973697, 
895251, 0.468019, 253.3687184255551, 673.4108333148181, 1438.853622, 
896276, 0.46690062, 254.6798094255551, 670.4969378402133, 1436.059215, 
897176, 0.4705, 255.2625354255551, 675.0800928625, 1434.814225, 
897271, 0.466581, 255.2067744255551, 669.5124764059051, 1434.933005, 
897467, 0.47132104, 255.5434294255551, 675.9748753872485, 1434.213239, 
897562, 0.47014403, 255.4876454255551, 674.3425619580838, 1434.331862, 
897657, 0.46745623, 255.4318664255551, 670.5429499997094, 1434.450772, 
899386, 0.46800983, 256.0261584255551, 670.7435360927713, 1433.182581, 
900060, 0.46817242, 256.6706464255551, 670.3334390950553, 1431.808903, 
903498, 0.4681, 257.0741165761924, 669.8276116782, 1430.949822, 
903593, 0.466581, 257.0182055761924, 667.709854243254, 1431.069534, 
904896, 0.4644, 256.7918106901924, 664.814128068, 1431.55497, 
906122, 0.46468401, 256.8479786901924, 665.164628252123, 1431.434295, 
908229, 0.46798098, 256.9041516901924, 669.8275805257302, 1431.313684, 
908877, 0.46681198, 256.8481428961924, 668.210257824884, 1431.433396, 
908997, 0.46798354, 256.9043158961924, 669.8310808945223, 1431.313334, 
909093, 0.46681588, 256.8483071021924, 668.2156765627547, 1431.433045, 
909238, 0.46564961, 256.7488341021924, 666.6456981768616, 1431.646637, 
909459, 0.46564961, 256.2558901821924, 667.1388765261552, 1432.705756, 
910660, 0.46448602, 255.8865289341924, 665.8404045026848, 1433.499343, 
916537, 0.46332523, 255.1919315121924, 664.86960989331, 1434.995478, 
916658, 0.46332523, 254.2542088101924, 665.8077925182846, 1437.020368, 
916753, 0.46216697, 253.5515793561925, 664.8445624365711, 1438.537597, 
917853, 0.46101171, 252.6077194041925, 664.1246396687184, 1440.580847, 
919231, 0.46, 252.6635354041925, 662.61162162, 1440.460047, 
919653, 0.463581, 252.7193564041925, 667.713780515151, 1440.338971, 
919748, 0.46242282, 252.4943052001925, 666.2701968536674, 1440.824648, 
919843, 0.46126714, 251.9076552421925, 665.1905297869804, 1442.093902, 
920341, 0.46, 251.0521980328499, 664.2183156000001, 1443.95286, 
920461, 0.46, 251.1078840328498, 664.16275542, 1443.832077, 
925960, 0.46, 251.1635740328498, 664.10719064, 1443.711284, 
926056, 0.46339203, 251.2192690328498, 668.9483234792664, 1443.590481, 
927458, 0.46094555, 251.1637361888498, 665.4718613214425, 1443.71035, 
935772, 0.462, 251.2194311888498, 666.938484828, 1443.589794, 
937224, 0.46200462, 251.2194311888498, 666.9451357326635, 1443.589754, 
937445, 0.46200462, 251.2845761888498, 666.880301238325, 1443.449421, 
937666, 0.46324798, 251.3497271888498, 668.6100135094184, 1443.309075, 
937938, 0.465, 251.5248911888498, 670.963754325, 1442.932805, 
938456, 0.46556257, 251.5248911888498, 671.775486410606, 1442.932765, 
939833, 0.46200462, 254.7837001888498, 663.4075575792357, 1435.932735, 
940386, 0.4677, 254.7837001888498, 671.5857214515, 1435.932695, 
941742, 0.463581, 254.7837001888498, 665.6710961375551, 1435.932655, 
942738, 0.46268166, 250.7723719886425, 668.3900306020552, 1444.600226, 
943533, 0.462, 250.7723719886425, 667.405285932, 1444.600186, 
943649, 0.462, 250.7723719886425, 667.405267452, 1444.600146, 
943850, 0.462, 250.7723719886425, 667.4052489720001, 1444.600106, 
958828, 0.46, 255.4511019886425, 659.89671174, 1434.558069, 
959024, 0.46032945, 247.4143806286425, 668.3899930709284, 1451.981821, 
964182, 0.46040976, 247.4143806286425, 668.5065833145825, 1451.981781, 
975943, 0.4677, 258.4027126286425, 668.1079795512, 1428.496856, 
991035, 0.45863106, 244.1978075246425, 669.3499255942769, 1459.451799, 
1017267, 0.472, 261.5157925246425, 671.4630936, 1422.5913, 
1029780, 0.4561, 241.1627957806425, 669.1802666435, 1467.178835, 
1073637, 0.47, 264.6500207806425, 666.1640597999999, 1417.37034, 
1082620, 0.48332707, 290.9043797806425, 659.1607988078765, 1363.798636, 
1105073, 0.49757141, 290.9043797806425, 678.5871903677403, 1363.7985959999999, 
1127749, 0.51146738, 320.0528677806424, 668.3894286480453, 1306.80754, 
1128520, 0.51639353, 352.2291627806424, 643.8328299405842, 1246.787174, 
1130325, 0.5102051, 352.2291627806424, 636.1171543811834, 1246.787134, 
1132606, 0.51268694, 316.5206705499824, 675.0356050772564, 1316.6623769999999, 
1146683, 0.51125, 316.5206705499824, 673.14361979125, 1316.662337, 
1193723, 0.48346165, 281.0228906979824, 671.9826577602244, 1389.939942, 
1314056, 0.4874191, 281.0228906979824, 677.4832560869282, 1389.939902, 
1314245, 0.48802818, 281.0228906979824, 678.3298211613111, 1389.939862, 
1403677, 0.4669275, 281.0228906979824, 649.0011262369051, 1389.939822, 
1482342, 0.4701047, 273.0224651157416, 661.5343443904987, 1407.206404, 
1490268, 0.4686424, 273.0224651157416, 659.4765677202336, 1407.206364, 
1490642, 0.4686424, 273.0224651157416, 659.4765489745376, 1407.206324, 
1491805, 0.4675, 273.0224651157416, 657.8689377700001, 1407.206284, 
1499770, 0.46750009, 256.0411673097416, 674.8897707627784, 1443.614205, 
1525131, 0.46232085, 256.0411673097416, 667.4129278348403, 1443.614165, 
1542267, 0.47495115, 271.8461993097415, 669.8899921920889, 1410.439773, 
1566995, 0.4744, 271.8461993097415, 669.1126093352, 1410.439733, 
1591868, 0.4791427, 271.8461993097415, 675.801882691191, 1410.439693, 
1604781, 0.48391865, 281.8721803097415, 672.5041486254228, 1389.7049610000001, 
1627528, 0.47527704, 270.2334403097415, 672.1362457757892, 1414.198855, 
1642952, 0.47163216, 270.2334403097415, 666.9816417878905, 1414.198815, 
